,carat,cut,color,clarity,depth,table,price,x,y,z,volume,surface_area
45684,0.9,Premium,G,I1,61.3,59.0,1777,6.2,6.15,3.78,144.1314,32.260000000000005
8238,0.9,Very Good,D,SI1,62.7,56.0,4381,6.12,6.16,3.85,145.14192000000003,32.260000000000005
6796,0.9,Very Good,F,SI1,62.7,59.0,4119,6.12,6.16,3.85,145.14192000000003,32.260000000000005
5990,0.91,Very Good,F,SI1,62.7,56.0,3963,6.11,6.17,3.85,145.139995,32.260000000000005
9373,0.9,Very Good,H,VS2,62.3,59.0,4588,6.13,6.17,3.83,144.858643,32.260000000000005
7851,0.91,Good,H,VS2,59.9,61.0,4309,6.18,6.24,3.72,143.455104,32.28
6452,0.9,Good,E,SI1,62.4,62.0,4054,6.13,6.17,3.84,145.236864,32.28
6241,0.87,Ideal,D,SI2,61.4,54.0,4012,6.15,6.2,3.79,144.51270000000002,32.28
1916,0.9,Premium,E,SI2,60.7,61.0,3084,6.22,6.16,3.76,144.06515199999998,32.28
6460,0.9,Very Good,G,SI1,62.7,59.0,4059,6.12,6.17,3.85,145.37753999999998,32.28
48981,0.87,Premium,F,I1,59.1,58.0,2170,6.25,6.21,3.68,142.83,32.28
9592,0.91,Premium,D,VS2,62.7,59.0,4637,6.16,6.13,3.85,145.37908000000002,32.28
3211,0.9,Very Good,G,SI2,63.1,59.0,3353,6.11,6.16,3.87,145.65751200000003,32.28
6216,0.9,Premium,D,SI2,62.9,56.0,4007,6.19,6.09,3.86,145.510806,32.28
426,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,145.37908000000002,32.28
2899,0.91,Good,I,VS2,64.2,55.0,3287,6.13,6.09,3.92,146.340264,32.28
52318,0.9,Ideal,F,I1,61.8,57.0,2634,6.2,6.13,3.81,144.80286,32.28
8090,0.9,Good,E,VS1,64.8,54.0,4353,6.12,6.07,3.95,146.73618000000002,32.28
52186,0.9,Ideal,F,I1,61.8,57.0,2611,6.13,6.2,3.81,144.80286,32.28
5804,0.92,Good,D,SI2,63.9,55.0,3916,6.14,6.09,3.91,146.205066,32.28
9901,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84,145.236864,32.28
6446,0.9,Very Good,F,SI1,63.3,57.0,4054,6.1,6.16,3.88,145.79488,32.28
6444,0.9,Very Good,E,SI1,62.2,60.0,4054,6.14,6.17,3.83,145.094954,32.28
5810,0.9,Very Good,D,SI2,63.5,58.0,3918,6.08,6.17,3.89,145.92790399999998,32.28
5914,0.9,Very Good,G,SI1,62.9,56.0,3945,6.11,6.17,3.86,145.516982,32.28
51042,0.93,Good,J,SI1,63.7,54.0,2438,6.15,6.09,3.9,146.06865,32.28
7801,0.9,Very Good,G,VS1,62.4,58.0,4297,6.14,6.16,3.84,145.238016,32.28
8372,0.9,Good,G,VS1,63.9,60.0,4401,6.14,6.09,3.91,146.205066,32.28
2396,0.91,Fair,H,SI1,64.8,57.0,3180,6.12,6.07,3.95,146.73618000000002,32.28
10638,0.9,Very Good,H,VVS2,59.7,62.0,4842,6.2,6.23,3.71,143.30246000000002,32.28
4585,0.9,Very Good,E,SI2,62.4,57.0,3662,6.13,6.17,3.84,145.236864,32.28
7306,0.9,Very Good,G,VS2,62.4,61.0,4210,6.13,6.17,3.84,145.236864,32.28
3655,0.91,Very Good,G,SI1,63.1,63.0,3445,6.16,6.11,3.87,145.65751200000003,32.28
6926,0.9,Very Good,E,SI1,62.0,62.0,4144,6.11,6.21,3.82,144.942642,32.28
10091,0.91,Very Good,D,VS2,62.7,59.0,4720,6.13,6.16,3.85,145.37908000000002,32.28
4095,0.9,Very Good,G,SI2,62.4,55.0,3539,6.13,6.17,3.84,145.236864,32.28
5318,0.91,Ideal,F,SI2,62.2,56.0,3812,6.14,6.17,3.83,145.094954,32.28
9429,0.9,Good,D,VS2,63.5,61.0,4601,6.09,6.16,3.89,145.931016,32.28
4535,0.9,Very Good,I,VS1,62.2,58.0,3644,6.13,6.18,3.83,145.09342199999998,32.28
2466,0.91,Very Good,F,SI1,63.5,58.0,3195,6.15,6.1,3.89,145.93335000000002,32.28
8963,0.91,Good,E,SI1,63.5,57.0,4512,6.11,6.14,3.89,145.934906,32.28
6594,0.9,Premium,H,VS2,60.7,58.0,4082,6.21,6.17,3.76,144.06703199999998,32.28
8580,0.91,Very Good,D,SI1,62.0,60.0,4444,6.12,6.2,3.82,144.94608,32.28
10226,1.01,Fair,D,SI1,64.6,60.0,4751,6.12,6.08,3.94,146.605824,32.28
9295,0.9,Very Good,E,VS2,62.2,59.0,4580,6.13,6.18,3.83,145.09342199999998,32.28
8534,0.9,Premium,E,VS2,61.4,57.0,4435,6.19,6.16,3.79,144.514216,32.28
4999,0.91,Ideal,F,SI2,62.2,56.0,3746,6.17,6.14,3.83,145.094954,32.28
4865,0.9,Good,I,VVS2,64.8,55.0,3718,6.04,6.15,3.95,146.72670000000002,32.28
3934,0.91,Good,G,SI1,63.1,63.0,3506,6.11,6.16,3.87,145.65751200000003,32.28
6990,0.92,Good,D,SI1,63.1,58.0,4158,6.11,6.16,3.87,145.65751200000003,32.28
8379,0.92,Good,F,VS2,63.1,57.0,4404,6.11,6.16,3.87,145.65751200000003,32.28
8805,0.9,Good,G,VS1,63.9,60.0,4479,6.09,6.14,3.91,146.205066,32.28
4675,0.9,Ideal,J,IF,62.2,57.0,3677,6.17,6.14,3.83,145.094954,32.28
13217,0.9,Good,F,VVS2,61.8,63.0,5480,6.14,6.19,3.81,144.805146,32.28
4899,0.91,Ideal,I,VS2,62.2,59.0,3726,6.13,6.18,3.83,145.09342199999998,32.28
4235,0.9,Premium,I,VS1,62.2,58.0,3580,6.18,6.13,3.83,145.09342199999998,32.28
8509,0.9,Good,F,VS2,63.3,57.0,4432,6.11,6.15,3.88,145.79682,32.28
4239,0.9,Very Good,G,SI2,59.9,60.0,3581,6.19,6.23,3.72,143.45696400000003,32.28
4783,1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01,147.49983,32.28
3840,0.9,Premium,G,SI2,62.4,55.0,3478,6.17,6.13,3.84,145.236864,32.28
13894,0.9,Very Good,G,IF,63.1,58.0,5670,6.18,6.09,3.87,145.65209399999998,32.28
6741,0.91,Fair,D,VS2,65.7,56.0,4107,6.1,6.05,3.99,147.25095,32.28
9478,0.9,Premium,D,SI1,62.4,61.0,4612,6.17,6.13,3.84,145.236864,32.28
8918,0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83,145.09342199999998,32.28
5461,0.9,Very Good,G,SI1,62.0,58.0,3841,6.14,6.18,3.82,144.950664,32.28
4886,0.9,Very Good,F,SI1,61.6,56.0,3724,6.14,6.2,3.8,144.65839999999997,32.28
4887,0.9,Good,F,SI1,63.1,57.0,3724,6.12,6.15,3.87,145.65906,32.28
3951,0.9,Very Good,E,SI1,62.9,57.0,3510,6.11,6.17,3.86,145.516982,32.28
1639,0.9,Good,J,VS2,63.9,58.0,3024,6.15,6.08,3.91,146.20272000000003,32.28
302,0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,143.45696400000003,32.28
5052,0.93,Fair,H,SI1,64.6,58.0,3750,6.13,6.07,3.94,146.60385399999998,32.28
1798,0.9,Good,I,SI2,60.7,58.0,3057,6.17,6.21,3.76,144.06703199999998,32.28
3874,0.89,Premium,H,VS1,60.5,59.0,3489,6.22,6.17,3.75,143.91525000000001,32.28
9044,0.9,Very Good,D,VS2,63.5,61.0,4521,6.16,6.09,3.89,145.931016,32.28
2171,0.9,Very Good,E,SI2,60.7,61.0,3139,6.16,6.22,3.76,144.06515199999998,32.28
8498,0.9,Ideal,H,VS1,62.2,58.0,4428,6.14,6.17,3.83,145.094954,32.28
14202,0.9,Good,G,IF,63.1,58.0,5771,6.09,6.18,3.87,145.65209399999998,32.28
6556,0.9,Very Good,D,SI2,62.9,56.0,4078,6.09,6.19,3.86,145.510806,32.28
6888,0.9,Premium,G,VS2,62.4,61.0,4137,6.17,6.13,3.84,145.236864,32.28
9076,0.9,Ideal,F,VS2,60.5,54.0,4531,6.22,6.17,3.75,143.91525000000001,32.28
4619,0.91,Premium,H,SI1,62.8,58.0,3669,6.16,6.13,3.86,145.756688,32.3
3650,0.9,Very Good,G,SI2,62.0,59.0,3445,6.14,6.19,3.82,145.18521199999998,32.3
7281,0.84,Very Good,D,SI1,59.9,54.0,4205,6.2,6.23,3.72,143.68872000000002,32.3
6443,0.9,Very Good,E,SI1,61.8,60.0,4054,6.14,6.2,3.81,145.03907999999998,32.3
7211,0.9,Premium,G,VS2,61.3,59.0,4194,6.21,6.15,3.79,144.745785,32.3
10433,1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,4.01,147.74444,32.3
6942,0.91,Good,G,VS1,64.1,59.0,4150,6.1,6.13,3.92,146.58056,32.3
11723,0.9,Ideal,G,VS1,62.5,57.0,5080,6.18,6.13,3.84,145.472256,32.3
2541,0.9,Good,F,SI2,64.3,57.0,3210,6.16,6.06,3.93,146.705328,32.3
1426,0.91,Ideal,I,SI2,63.0,54.0,2976,6.17,6.12,3.86,145.75514399999997,32.3
4782,0.9,Good,F,SI1,58.0,58.0,3699,6.24,6.28,3.63,142.249536,32.3
2616,0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9,146.30616,32.3
6052,0.91,Very Good,E,SI2,62.8,59.0,3968,6.13,6.16,3.86,145.756688,32.3
6205,0.9,Good,F,SI1,58.8,60.0,4004,6.22,6.26,3.67,142.89952399999999,32.3
50232,0.97,Fair,F,SI2,67.2,61.0,2338,6.09,6.0,4.06,148.3524,32.3
8082,0.93,Very Good,H,VS2,62.8,59.0,4351,6.13,6.16,3.86,145.756688,32.3
3664,0.9,Good,I,VS1,62.8,59.0,3447,6.11,6.18,3.86,145.752828,32.3
12393,0.9,Very Good,F,VS1,60.7,57.0,5242,6.16,6.23,3.76,144.29676800000001,32.3
5744,0.91,Premium,E,SI2,62.8,59.0,3898,6.16,6.13,3.86,145.756688,32.3
15451,0.9,Very Good,D,VS1,62.2,58.0,6208,6.14,6.18,3.83,145.330116,32.3
6479,0.9,Premium,H,VS1,61.8,56.0,4064,6.18,6.16,3.81,145.042128,32.3
51225,0.91,Premium,F,SI2,60.5,59.0,2461,6.21,6.19,3.75,144.14962500000001,32.3
7403,0.91,Premium,D,SI1,62.8,57.0,4228,6.17,6.12,3.86,145.75514399999997,32.3
7624,0.9,Very Good,G,VS2,61.3,59.0,4269,6.15,6.21,3.79,144.745785,32.3
5419,0.9,Very Good,E,SI1,63.2,57.0,3830,6.15,6.12,3.88,146.03544000000002,32.3
8455,0.9,Very Good,E,VS2,62.8,57.0,4419,6.13,6.16,3.86,145.756688,32.3
1613,0.9,Ideal,H,SI2,62.8,55.0,3016,6.18,6.11,3.86,145.752828,32.3
52184,0.89,Premium,H,SI2,62.2,59.0,2610,6.17,6.15,3.83,145.331265,32.3
5587,0.89,Ideal,E,SI2,61.8,56.0,3872,6.15,6.19,3.81,145.04098500000003,32.3
6882,0.9,Very Good,H,VS1,61.8,56.0,4136,6.16,6.18,3.81,145.042128,32.3
8541,1.0,Fair,G,VS2,69.8,54.0,4435,6.03,5.94,4.18,149.720076,32.3
3620,0.9,Very Good,H,SI1,62.8,58.0,3437,6.13,6.16,3.86,145.756688,32.3
3412,0.91,Very Good,G,SI2,62.0,58.0,3387,6.13,6.2,3.82,145.18292,32.3
4942,0.91,Very Good,H,SI1,62.8,58.0,3734,6.13,6.16,3.86,145.756688,32.3
7146,0.92,Good,E,SI1,63.7,57.0,4183,6.14,6.11,3.9,146.31006,32.3
8934,0.9,Very Good,F,VS2,63.2,58.0,4504,6.11,6.16,3.88,146.03388800000002,32.3
6147,0.9,Premium,F,SI1,62.8,59.0,3992,6.16,6.13,3.86,145.756688,32.3
4527,0.9,Very Good,J,VS1,62.4,57.0,3643,6.13,6.18,3.84,145.472256,32.3
5877,0.92,Premium,I,VVS1,62.4,59.0,3932,6.17,6.14,3.84,145.473792,32.3
12626,0.91,Very Good,F,VS1,62.4,59.0,5302,6.15,6.16,3.84,145.47456,32.3
6890,0.9,Premium,G,VS2,62.0,60.0,4137,6.19,6.14,3.82,145.18521199999998,32.3
7947,0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83,145.330116,32.3
7575,0.92,Good,E,SI1,63.7,57.0,4258,6.11,6.14,3.9,146.31006,32.3
7822,0.9,Ideal,D,SI1,60.7,57.0,4304,6.23,6.16,3.76,144.29676800000001,32.3
2098,0.9,Very Good,I,SI1,63.2,56.0,3120,6.15,6.12,3.88,146.03544000000002,32.3
7815,0.91,Very Good,D,SI1,62.8,57.0,4303,6.12,6.17,3.86,145.75514399999997,32.3
2803,0.9,Good,F,SI2,64.3,57.0,3267,6.06,6.16,3.93,146.705328,32.3
8246,0.9,Very Good,E,SI1,63.2,54.0,4382,6.1,6.17,3.88,146.03155999999998,32.3
3816,0.9,Premium,D,SI2,63.0,58.0,3473,6.16,6.12,3.87,145.89590400000003,32.300000000000004
6870,0.9,Very Good,E,VS2,61.1,63.0,4134,6.17,6.2,3.78,144.60011999999998,32.300000000000004
3278,0.9,Very Good,F,SI2,62.6,56.0,3368,6.13,6.17,3.85,145.615085,32.300000000000004
3426,0.9,Very Good,H,SI1,63.0,55.0,3388,6.12,6.16,3.87,145.89590400000003,32.300000000000004
3924,0.9,Very Good,I,SI2,61.5,57.0,3503,6.16,6.19,3.8,144.89552,32.300000000000004
6472,0.9,Very Good,E,VS2,61.1,63.0,4062,6.2,6.17,3.78,144.60011999999998,32.300000000000004
4065,0.9,Very Good,D,SI2,63.0,58.0,3534,6.12,6.16,3.87,145.89590400000003,32.300000000000004
8230,0.9,Good,D,SI1,63.5,57.0,4381,6.11,6.15,3.89,146.17258500000003,32.300000000000004
5144,0.91,Very Good,E,SI2,63.0,56.0,3772,6.12,6.16,3.87,145.89590400000003,32.300000000000004
89,0.9,Premium,I,VS2,63.0,58.0,2761,6.16,6.12,3.87,145.89590400000003,32.300000000000004
7470,0.9,Very Good,E,SI1,61.5,62.0,4239,6.15,6.2,3.8,144.894,32.300000000000004
7828,0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89,146.17258500000003,32.300000000000004
7678,0.9,Fair,D,VS2,57.4,65.0,4277,6.26,6.29,3.6,141.75144,32.300000000000004
6770,0.9,Very Good,G,VS1,61.5,56.0,4116,6.15,6.2,3.8,144.894,32.300000000000004
2530,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8,144.894,32.300000000000004
45878,0.99,Fair,J,I1,73.6,60.0,1789,6.01,5.8,4.35,151.6323,32.31999999999999
5146,0.91,Ideal,E,SI2,62.6,57.0,3772,6.13,6.18,3.85,145.85108999999997,32.32
11478,0.92,Ideal,E,VS1,62.6,57.0,5023,6.18,6.13,3.85,145.85108999999997,32.32
8722,0.9,Very Good,D,SI1,62.8,59.0,4466,6.12,6.18,3.86,145.99137599999997,32.32
50001,0.9,Premium,F,I1,61.9,59.0,2316,6.18,6.16,3.82,145.42281599999998,32.32
3157,0.91,Good,G,SI2,63.2,61.0,3340,6.01,6.27,3.88,146.20887599999998,32.32
4775,0.92,Ideal,G,SI2,63.0,57.0,3697,6.16,6.13,3.87,146.134296,32.32
5788,0.91,Very Good,D,SI2,63.4,59.0,3911,6.12,6.15,3.89,146.41182000000003,32.32
14802,0.9,Ideal,G,VVS1,62.8,56.0,5978,6.12,6.18,3.86,145.99137599999997,32.32
10950,0.91,Very Good,G,VVS2,62.1,60.0,4913,6.14,6.19,3.83,145.565278,32.32
3961,0.9,Very Good,G,SI1,63.2,62.0,3512,6.19,6.09,3.88,146.264748,32.32
6411,0.91,Premium,G,SI1,62.6,58.0,4045,6.14,6.17,3.85,145.85263,32.32
11380,0.9,Premium,D,VS2,62.6,59.0,5001,6.14,6.17,3.85,145.85263,32.32
9724,0.9,Ideal,D,SI1,61.3,58.0,4661,6.16,6.21,3.79,144.981144,32.32
49170,0.9,Very Good,F,I1,61.9,59.0,2199,6.16,6.18,3.82,145.42281599999998,32.32
3053,0.9,Premium,D,SI2,62.5,59.0,3312,6.18,6.13,3.85,145.85108999999997,32.32
10441,0.9,Very Good,E,SI1,61.7,58.0,4795,6.15,6.2,3.81,145.27530000000002,32.32
9854,0.9,Very Good,H,VS1,63.6,55.0,4685,6.15,6.11,3.9,146.54835,32.32
14030,0.91,Premium,F,VVS2,63.0,56.0,5708,6.17,6.12,3.87,146.132748,32.32
8491,0.9,Premium,D,SI1,61.5,60.0,4427,6.19,6.17,3.8,145.13074,32.32
7313,0.91,Premium,E,SI1,62.6,58.0,4211,6.14,6.17,3.85,145.85263,32.32
7629,0.9,Ideal,F,SI1,61.7,55.0,4269,6.19,6.16,3.81,145.276824,32.32
5948,0.9,Very Good,F,SI1,62.3,55.0,3950,6.14,6.18,3.84,145.709568,32.32
12286,0.91,Good,F,VVS2,62.6,61.0,5225,6.12,6.19,3.85,145.84878,32.32
5758,0.9,Very Good,E,SI2,61.1,58.0,3902,6.12,6.26,3.78,144.81633599999998,32.32
7997,0.91,Premium,E,SI1,62.1,58.0,4332,6.15,6.18,3.83,145.56681,32.32
2091,0.9,Very Good,J,VS2,61.9,59.0,3119,6.14,6.2,3.82,145.41976,32.32
733,0.9,Premium,I,VS2,61.9,59.0,2857,6.2,6.14,3.82,145.41976,32.32
3663,0.9,Very Good,I,VS1,62.6,58.0,3447,6.14,6.17,3.85,145.85263,32.32
6837,0.89,Ideal,F,SI1,62.1,55.0,4127,6.15,6.18,3.83,145.56681,32.32
6075,0.91,Premium,G,SI1,62.6,58.0,3975,6.17,6.14,3.85,145.85263,32.32
6899,0.91,Premium,E,SI1,62.6,58.0,4138,6.17,6.14,3.85,145.85263,32.32
8871,0.9,Ideal,H,SI1,62.1,56.0,4492,6.14,6.19,3.83,145.565278,32.32
5295,0.9,Good,D,SI2,62.3,58.0,3806,6.05,6.27,3.84,145.66463999999996,32.32
3848,0.9,Very Good,H,SI2,62.3,61.0,3481,6.15,6.17,3.84,145.71072,32.32
3496,0.91,Very Good,F,SI2,63.0,59.0,3405,6.12,6.17,3.87,146.132748,32.32
1811,0.9,Very Good,J,SI1,63.8,56.0,3061,6.11,6.14,3.91,146.685214,32.32
5312,0.9,Premium,H,VS2,62.8,58.0,3810,6.17,6.13,3.86,145.993306,32.32
5607,0.9,Very Good,H,VS2,62.8,58.0,3878,6.13,6.17,3.86,145.993306,32.32
7164,0.9,Very Good,D,SI1,63.4,53.0,4187,6.1,6.17,3.89,146.40793,32.32
7561,0.91,Premium,E,SI1,62.1,58.0,4256,6.18,6.15,3.83,145.56681,32.32
4407,0.9,Very Good,G,SI1,63.4,54.0,3615,6.11,6.16,3.89,146.41026400000004,32.32
8458,0.9,Ideal,E,VS2,62.1,57.0,4419,6.15,6.18,3.83,145.56681,32.32
1931,0.91,Very Good,H,SI1,63.0,57.0,3087,6.1,6.19,3.87,146.12733,32.32
4419,0.91,Premium,F,SI1,62.6,56.0,3618,6.18,6.13,3.85,145.85108999999997,32.32
6504,0.9,Very Good,D,SI1,61.1,63.0,4068,6.17,6.21,3.78,144.83334599999998,32.32
1175,0.91,Premium,H,SI1,60.2,52.0,2935,6.27,6.15,3.74,144.21627,32.32
9533,0.9,Premium,E,VS2,63.0,58.0,4625,6.16,6.13,3.87,146.134296,32.32
6168,0.9,Very Good,D,SI1,61.1,63.0,3997,6.21,6.17,3.78,144.83334599999998,32.32
5870,0.9,Fair,D,VS2,57.5,66.0,3931,6.3,6.25,3.61,142.14374999999998,32.32
4473,0.9,Ideal,H,SI1,62.8,57.0,3629,6.16,6.14,3.86,145.994464,32.32
8235,0.9,Very Good,D,SI1,61.5,58.0,4381,6.15,6.21,3.8,145.1277,32.32
3258,0.91,Premium,G,SI2,61.3,60.0,3363,6.2,6.17,3.79,144.98265999999998,32.32
9074,0.9,Very Good,G,VS2,63.2,58.0,4531,6.11,6.17,3.88,146.270956,32.32
3421,0.9,Very Good,H,SI1,63.4,58.0,3387,6.16,6.11,3.89,146.41026400000004,32.32
13207,0.9,Very Good,D,VS2,62.3,56.0,5476,6.14,6.18,3.84,145.709568,32.32
7826,0.9,Premium,D,SI1,61.5,58.0,4304,6.21,6.15,3.8,145.1277,32.32
6630,0.9,Very Good,G,VS2,59.6,61.0,4093,6.2,6.25,3.71,143.7625,32.32
10959,0.9,Premium,D,VS2,62.6,59.0,4914,6.17,6.14,3.85,145.85263,32.32
6278,0.9,Premium,G,VS2,59.6,61.0,4022,6.25,6.2,3.71,143.7625,32.32
9972,0.9,Very Good,E,VS2,63.0,58.0,4707,6.13,6.16,3.87,146.134296,32.32
4969,0.9,Premium,D,SI2,62.3,58.0,3740,6.27,6.05,3.84,145.66463999999996,32.32
3579,0.93,Good,G,SI2,64.5,56.3,3425,6.08,6.14,3.94,147.084928,32.32
9586,0.9,Very Good,F,VS2,63.4,57.0,4637,6.19,6.08,3.89,146.40092800000002,32.32
3567,0.91,Premium,G,SI2,61.3,60.0,3423,6.17,6.2,3.79,144.98265999999998,32.32
2874,0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97,147.479148,32.32
3184,0.91,Premium,F,SI2,63.0,59.0,3346,6.17,6.12,3.87,146.132748,32.32
6732,0.91,Very Good,G,VS2,64.0,56.6,4105,6.09,6.15,3.92,146.81771999999998,32.32
2872,0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9,146.54835,32.32
3155,0.91,Good,G,SI2,63.6,59.0,3340,6.11,6.15,3.9,146.54835,32.32
2869,0.91,Very Good,G,SI2,63.2,61.0,3282,6.27,6.01,3.88,146.20887599999998,32.32
9765,0.9,Very Good,G,VVS2,62.6,55.0,4668,6.12,6.19,3.85,145.84878,32.32
3533,0.92,Very Good,H,SI2,62.8,59.0,3417,6.14,6.16,3.86,145.994464,32.32
6475,0.9,Premium,E,VS2,62.3,55.0,4062,6.18,6.14,3.84,145.709568,32.32
4616,0.9,Good,G,SI1,57.7,65.0,3669,6.25,6.29,3.62,142.31125,32.32
6650,0.9,Very Good,I,VVS1,61.3,59.0,4099,6.17,6.2,3.79,144.98265999999998,32.32
3167,0.9,Fair,E,SI2,64.5,57.0,3342,6.13,6.09,3.94,147.086898,32.32
3505,0.92,Fair,E,SI1,65.6,57.0,3407,6.1,6.07,3.99,147.73773,32.32
4209,0.9,Good,G,SI1,63.2,62.0,3574,6.09,6.19,3.88,146.264748,32.32
1672,0.91,Premium,H,SI1,63.0,57.0,3033,6.19,6.1,3.87,146.12733,32.32
5835,0.91,Good,H,VS2,63.1,59.0,3921,6.13,6.16,3.88,146.51190400000002,32.339999999999996
10052,0.9,Good,F,SI1,63.6,55.0,4712,6.15,6.12,3.9,146.78820000000002,32.339999999999996
7622,0.9,Premium,G,VS2,61.7,59.0,4269,6.14,6.22,3.81,145.506948,32.339999999999996
8517,0.91,Very Good,E,SI1,63.1,58.0,4434,6.17,6.12,3.88,146.51035199999998,32.339999999999996
5706,0.9,Very Good,H,VS2,60.8,58.0,3890,6.18,6.22,3.77,144.917292,32.339999999999996
3690,0.9,Very Good,G,SI2,63.1,55.0,3452,6.16,6.13,3.88,146.51190400000002,32.339999999999996
11870,1.01,Fair,D,SI1,66.2,56.0,5122,6.05,6.1,4.02,148.35809999999995,32.339999999999996
5386,0.9,Ideal,I,VS2,62.6,54.3,3820,6.14,6.17,3.86,146.231468,32.339999999999996
6731,0.9,Very Good,F,SI1,63.1,56.0,4103,6.17,6.12,3.88,146.51035199999998,32.339999999999996
11192,0.9,Ideal,H,VS1,61.8,55.0,4964,6.21,6.14,3.82,145.654308,32.339999999999996
8965,0.91,Good,E,SI1,63.1,58.0,4512,6.12,6.17,3.88,146.51035199999998,32.339999999999996
3568,0.91,Premium,H,SI2,62.7,58.0,3423,6.14,6.17,3.86,146.231468,32.339999999999996
3335,0.91,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89,146.64521999999997,32.339999999999996
2804,0.9,Good,F,SI2,63.1,57.0,3267,6.11,6.18,3.88,146.50802399999998,32.339999999999996
8177,0.9,Good,F,VS2,63.1,57.0,4370,6.13,6.16,3.88,146.51190400000002,32.339999999999996
4483,0.9,Very Good,D,SI2,59.8,53.0,3632,6.2,6.25,3.72,144.15,32.339999999999996
11752,0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86,146.231468,32.339999999999996
5505,0.91,Very Good,H,VS2,63.1,59.0,3853,6.16,6.13,3.88,146.51190400000002,32.339999999999996
11372,0.9,Premium,F,VS1,62.7,58.0,5000,6.17,6.14,3.86,146.231468,32.339999999999996
791,0.9,Premium,J,VS2,59.8,62.0,2863,6.24,6.21,3.72,144.151488,32.339999999999996
5143,0.91,Very Good,H,SI1,63.4,56.0,3771,6.18,6.1,3.89,146.64521999999997,32.339999999999996
2545,0.9,Very Good,I,SI1,63.1,54.0,3211,6.13,6.16,3.88,146.51190400000002,32.339999999999996
3263,0.91,Premium,H,SI2,62.7,58.0,3363,6.17,6.14,3.86,146.231468,32.339999999999996
1746,0.91,Premium,G,SI2,60.1,62.0,3047,6.24,6.2,3.73,144.30624,32.34
9055,0.91,Good,E,SI1,60.2,60.0,4523,6.17,6.26,3.74,144.45450799999998,32.34
4406,0.9,Very Good,G,SI1,63.8,53.0,3615,6.1,6.16,3.91,146.92216000000002,32.34
1671,0.92,Fair,I,VS2,64.4,58.0,3033,6.13,6.1,3.94,147.32842,32.34
3264,0.91,Good,F,SI1,64.0,57.0,3363,6.17,6.08,3.92,147.05331199999998,32.34
4475,0.9,Premium,H,SI1,61.9,58.0,3629,6.2,6.15,3.82,145.6566,32.34
2958,0.96,Fair,G,SI1,69.7,59.0,3299,6.09,5.9,4.18,150.19158000000002,32.34
7103,0.92,Very Good,H,VS2,63.4,57.0,4173,6.17,6.11,3.89,146.64794300000003,32.34
4315,0.9,Good,H,VS2,64.0,57.0,3601,6.11,6.14,3.92,147.06036799999998,32.34
3949,0.9,Good,E,SI1,63.8,56.0,3510,6.09,6.17,3.91,146.919423,32.34
4088,0.9,Good,H,VS2,64.0,57.0,3538,6.14,6.11,3.92,147.06036799999998,32.34
4799,0.9,Premium,F,SI2,62.3,57.0,3704,6.18,6.15,3.84,145.94688,32.34
13459,0.9,Ideal,G,VS1,62.1,56.0,5540,6.15,6.19,3.83,145.80235500000003,32.34
8723,0.9,Very Good,D,SI1,62.5,59.0,4466,6.13,6.19,3.85,146.08709500000003,32.34
12633,0.9,Very Good,E,VS2,62.5,58.0,5305,6.14,6.18,3.85,146.08902,32.34
10398,0.91,Very Good,F,SI1,62.3,58.0,4785,6.14,6.19,3.84,145.94534399999998,32.34
6222,0.9,Ideal,G,SI1,61.9,59.0,4008,6.16,6.19,3.82,145.658128,32.34
9286,0.9,Ideal,D,SI1,62.5,57.0,4579,6.12,6.2,3.85,146.08440000000002,32.34
50373,0.97,Fair,I,I1,67.3,55.0,2357,6.08,6.02,4.07,148.968512,32.34
4186,0.87,Ideal,E,SI2,60.4,58.0,3566,6.19,6.23,3.75,144.613875,32.34
6267,0.9,Very Good,H,VS1,62.5,56.0,4021,6.13,6.19,3.85,146.08709500000003,32.34
4228,0.91,Very Good,I,VS2,62.5,58.0,3579,6.13,6.19,3.85,146.08709500000003,32.34
15513,0.9,Ideal,G,VVS1,62.9,56.0,6237,6.11,6.19,3.87,146.366883,32.34
8870,0.9,Ideal,H,SI1,62.5,56.0,4492,6.14,6.18,3.85,146.08902,32.34
13633,0.91,Very Good,D,VS1,62.5,56.0,5597,6.14,6.18,3.85,146.08902,32.34
8742,0.9,Good,D,SI1,58.5,63.0,4469,6.21,6.3,3.66,143.19018,32.34
